brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Vivo,V30 843,389,16,512,200,4500,6.2,44,No,Android,Snapdragon 8 Gen 3,4.8,May,2025
Vivo,V30 425,537,16,256,50,4500,6.7,33,Yes,Android,Exynos 2400,4.8,November,2025
Xiaomi,Mi 13 Ultra 876,171,12,64,48,5000,5.8,120,Yes,Android,Snapdragon 7+ Gen 2,4.8,August,2025
Infinix,Zero 30 20,1222,8,1024,48,4000,6.4,120,Yes,Android,Snapdragon 6 Gen 1,5,October,2025
Oppo,A98 649,350,16,1024,12,6000,5.7,120,No,Android,Snapdragon 7+ Gen 2,4.2,December,2025
Realme,Narzo 70 661,1034,12,512,64,5000,7,18,No,Android,Dimensity 9300,3.8,October,2025
OnePlus,Nord 4 530,1022,6,1024,48,4500,5.9,33,No,Android,Snapdragon 6 Gen 1,4.3,January,2025
Xiaomi,Poco F6 680,439,4,64,12,6000,6,120,Yes,Android,Helio G99,5,November,2025
Google,Pixel 9 523,202,16,256,64,5000,6,33,No,Android,Helio G99,4,April,2025
Xiaomi,Poco F6 856,909,6,256,108,4000,6.7,44,Yes,Android,Tensor G4,3.6,March,2025
Infinix,Smart 8 114,1100,16,64,64,4500,6.1,100,Yes,Android,A18 Pro,3.6,August,2025
Google,Pixel 9 814,373,4,256,12,4500,6.2,44,Yes,Android,Dimensity 9300,3.9,October,2025
Vivo,Y200 568,1328,16,256,12,6000,5.7,18,No,Android,Snapdragon 8 Gen 3,4.2,April,2025
Infinix,Smart 8 784,1170,16,64,50,5500,6.6,120,Yes,Android,Dimensity 9300,3.8,April,2025
Google,Pixel 9 228,726,16,64,48,5500,6.6,44,No,Android,Snapdragon 8 Gen 3,3.8,November,2025
Samsung,Galaxy S24 Ultra 502,1368,16,64,50,5500,5.6,120,No,Android,Snapdragon 6 Gen 1,4.9,September,2025
OnePlus,OnePlus 13 975,1187,6,128,48,4500,5.6,100,No,Android,Exynos 2400,4.4,April,2025
OnePlus,Nord 4 277,850,8,64,108,4500,6.4,33,Yes,Android,A18 Pro,4.8,June,2025
Realme,C65 704,532,6,128,12,4000,6.3,120,Yes,Android,A18 Pro,4.7,April,2025
Google,Pixel Fold 2 610,1224,12,64,48,5000,6,33,No,Android,Snapdragon 8 Gen 3,4.3,September,2025
Realme,11 Pro+ 634,629,16,1024,12,4000,6.8,65,No,Android,Dimensity 9300,4.9,May,2025
Google,Pixel 8 175,1164,8,128,12,5500,5.9,44,No,Android,Tensor G4,3.8,November,2025
Oppo,Reno 11 777,178,6,1024,50,5000,6.3,120,Yes,Android,A18 Pro,4.4,January,2025
Realme,11 Pro+ 927,110,6,512,50,5500,5.7,33,Yes,Android,Snapdragon 8 Gen 3,4.1,August,2025
Google,Pixel 7a 2,961,8,256,12,4000,5.9,44,Yes,Android,Helio G99,4,November,2025
OnePlus,OnePlus 13R 423,158,16,64,64,5500,5.6,65,Yes,Android,Dimensity 9300,3.5,November,2025
Xiaomi,Poco X6 Pro 796,1164,6,128,200,4500,5.7,120,No,Android,Helio G99,4.8,January,2025
Realme,Narzo 70 809,895,8,64,48,5000,7,65,No,Android,A18 Pro,4.6,August,2025
Xiaomi,Mi 13 Ultra 429,458,16,512,64,4500,5.8,18,No,Android,A18 Pro,3.9,July,2025
